代號,名稱,收盤 ,漲跌,開盤 ,最高 ,最低,均價 ,成交股數  ,成交金額(元),成交筆數 ,最後買價,最後買量(千股),最後賣價,最後賣量(千股),發行股數 ,次日參考價 , 次日漲停價 ,次日跌停價
3570,大塚,78.5,0.5,77.5,78.5,77.5,77.95,"14,046","1,094,874",16,77.8,1,78.7,1,"17,097,000",78.5,86.3,70.7
3577,泓格,29,0.35,28.7,29.3,28.6,29.02,"49,164","1,426,673",60,28.8,1,29,2,"52,864,177",29,31.9,26.1
3580,友威科,51,-1,52.1,52.3,50.9,51.34,"269,140","13,816,776",204,51,6,51.1,3,"39,470,657",51,56.1,45.9
3581,博磊,22.2,0.1,22.4,22.4,22,22.12,"324,440","7,176,549",186,22.15,1,22.25,5,"51,006,000",22.2,24.4,20
3587,閎康,97.6,-0.8,96.5,98,95.5,96.7,"1,958,689","189,403,303","1,430",97.5,7,97.6,1,"62,313,157",97.6,107,87.9
3594,磐儀,23.8,-0.15,24.3,24.35,23.8,24,"92,311","2,215,193",75,23.8,2,24.2,1,"71,153,335",23.8,26.15,21.45
3597,映興,30.1,-1.9,31.7,32.15,30.1,30.94,"1,480,543","45,801,147",966,30.1,8,30.45,6,"35,146,150",30.1,33.1,27.1
3609,東林,32.3,0.3,32,32.4,32,32.16,"97,001","3,119,632",38,32.3,19,32.5,7,"30,679,387",32.3,35.5,29.1
3611,鼎翰,191,0,191,191.5,191,191.27,"39,205","7,498,806",33,191,3,192,5,"42,476,940",191,210,172
3615,安可,20.8,0,20.8,21.05,20.5,20.81,"527,265","10,974,521",239,20.75,1,20.85,5,"68,466,976",20.8,22.85,18.75
3623,富晶通,15.3,0.25,15.2,15.35,15.2,15.21,"44,430","675,985",38,15.3,3,15.35,2,"29,185,946",15.3,16.8,13.8
3624,光頡,26.85,-0.1,26.95,27.05,26.8,26.89,"247,037","6,643,597",161,26.85,2,26.95,3,"117,340,842",26.85,29.5,24.2
3625,西勝,20.25,-0.3,20.95,20.95,20.2,20.38,"825,357","16,822,327",454,20.25,10,20.3,5,"82,096,002",20.25,22.25,18.25
3628,盈正,35.5,0.1,35.55,35.55,35.2,35.47,"21,471","761,559",26,35.3,3,35.55,1,"45,000,000",35.5,39.05,31.95
3629,地心引力,44,-3.65,43.2,46,43.2,45.74,"69,005","3,156,465",19,43.5,3,47.3,1,"32,202,455",44,48.4,39.6
3630,新鉅科,50.6,-0.6,51.9,51.9,50.6,51.01,"777,245","39,646,015",625,50.6,34,50.7,1,"184,913,848",50.6,55.6,45.55
3631,晟楠,49,-0.4,50,50,48.35,48.98,"79,099","3,873,950",51,48.4,1,49,1,"79,920,909",49,53.9,44.1
3632,研勤,9.32,-0.46,9.78,9.78,9.32,9.72,"23,668","229,940",65,9.32,1,9.7,1,"40,889,738",9.32,10.25,8.39
3642,駿熠電,15.95,-0.1,15.9,16.45,15.8,16.02,"53,306","853,834",37,15.95,1,16.1,1,"35,368,642",15.95,17.5,14.4
3646,艾恩特,23.35,-0.05,23.75,23.8,23,23.36,"336,224","7,854,423",216,23.3,13,23.35,12,"39,297,371",23.35,25.65,21.05
3652,精聯,19.9,0.3,19.75,19.9,19.75,19.8,"21,675","429,112",15,19.55,6,19.9,19,"47,097,500",19.9,21.85,17.95
3663,鑫科,18.35,0.2,18.2,18.5,18.15,18.28,"225,322","4,119,907",120,18.3,3,18.35,3,"73,498,057",18.35,20.15,16.55
3664,安瑞-KY,10.8,0.2,10.6,10.8,10.5,10.63,"4,000","42,500",4,10.5,1,10.8,3,"51,098,332",10.8,11.85,9.72
3666,光耀,59.2,0.4,59.2,60.5,58.2,59.06,"491,967","29,057,727",356,59.1,6,59.2,5,"58,609,600",59.2,65.1,53.3
3672,康聯訊,19.9,0.1,19.7,19.95,19.7,19.88,"20,002","397,738",17,19.55,3,19.9,1,"32,268,375",19.9,21.85,17.95
3675,德微,69.5,-0.2,70.5,70.5,69.1,69.74,"193,001","13,459,870",145,69.4,10,69.5,1,"44,428,250",69.5,76.4,62.6
3680,家登,334,-1,340.5,340.5,334,336.54,"1,405,469","473,002,455","1,406",334,26,334.5,2,"84,038,079",334,367,301
3684,榮昌,35.95,0.8,34.9,35.95,34.85,35.56,"37,020","1,316,370",26,35.5,1,35.8,2,"24,591,536",35.95,39.5,32.4
3685,元創精密,40.05,3.6,40.05,40.05,40.05,40.05,"361,631","14,483,319",177,40.05,758,0,0,"79,990,000",40.05,44.05,36.05
3687,歐買尬,44.5,0.2,44.3,44.75,44.3,44.48,"99,226","4,413,669",97,44.5,34,44.55,1,"30,059,572",44.5,48.95,40.05
3689,湧德,29.45,0.45,29,30.2,28.9,29.52,"276,394","8,158,489",227,29.4,13,29.85,5,"69,675,807",29.45,32.35,26.55
3691,碩禾,168.5,-2.5,173.5,174.5,167.5,170.4,"1,189,802","202,742,131",992,168.5,11,169,4,"63,675,036",168.5,185,152
3693,營邦,42.95,0.95,42.45,43,42.4,42.74,"38,000","1,624,000",23,42.9,1,42.95,2,"38,490,694",42.95,47.2,38.7
3707,漢磊,45.65,-0.45,46.5,46.55,45.45,45.91,"6,131,103","281,502,860","3,652",45.6,63,45.65,15,"312,187,746",45.65,50.2,41.1
3709,鑫聯大投控,21.7,-0.2,22,22.45,21.55,21.9,"21,148","463,154",21,21.7,1,22,14,"79,569,450",21.7,23.85,19.55
3710,連展投控,10.8,-0.65,11.4,11.65,10.65,11.11,"6,920,387","76,857,741","2,536",10.75,70,10.8,39,"207,290,721",10.8,11.85,9.72
3713,新晶投控,51.3,1.3,50.5,51.9,50.1,50.85,"480,683","24,441,833",351,51.3,14,51.4,1,"78,090,000",51.3,56.4,46.2
4102,永日,25.8,0.2,25.5,25.8,25.25,25.51,"345,310","8,810,231",255,25.8,3,25.9,10,"42,373,443",25.8,28.35,23.25
4105,東洋,61.9,0.1,62.1,62.2,61.6,61.83,"771,278","47,689,245",533,61.9,9,62,59,"248,649,959",61.9,68,55.8
4107,邦特,126.5,0.5,126.5,127,125,125.68,"102,502","12,882,779",101,126,1,126.5,2,"69,298,336",126.5,139,114
4109,加捷生醫,16,-0.25,16.1,16.2,15.7,16.04,"116,249","1,864,869",94,16,15,16.1,3,"88,936,681",16,17.6,14.4
4111,濟生,22.45,-0.15,22.75,22.75,22.45,22.52,"59,423","1,338,218",46,22.45,6,22.6,7,"56,982,985",22.45,24.65,20.25
4113,聯上,12.85,-0.05,12.85,12.9,12.7,12.77,"218,943","2,796,731",104,12.8,58,12.85,3,"211,138,137",12.85,14.1,11.6
4114,健喬,24.2,-0.1,24.5,24.5,24.15,24.25,"475,506","11,532,481",313,24.2,4,24.35,5,"280,818,289",24.2,26.6,21.8
4116,明基醫,34.45,0.15,34.45,34.5,34.3,34.37,"55,000","1,890,450",44,34.35,1,34.5,3,"44,566,000",34.45,37.85,31.05
4120,友華,45.85,-0.1,45.9,46.15,45.85,45.93,"41,764","1,918,128",35,45.85,4,46,8,"86,747,119",45.85,50.4,41.3
4121,優盛,19,-0.1,19.15,19.2,18.9,19.06,"335,402","6,393,669",182,18.95,26,19,15,"79,316,764",19,20.9,17.1
4123,晟德,61.6,-0.9,62.8,62.9,61.6,62.07,"1,182,907","73,420,043",698,61.6,21,61.9,1,"459,253,406",61.6,67.7,55.5
4126,太醫,66.6,0.6,66.4,66.6,66.1,66.33,"204,429","13,559,250",218,66.3,3,66.6,4,"72,600,000",66.6,73.2,60
4127,天良,10.1,0.05,10.1,10.15,9.9,10.06,"80,011","804,640",44,9.97,1,10.1,18,"45,760,000",10.1,11.1,9.09
4128,中天,60.7,5.5,55.5,60.7,55.2,59.01,"10,306,121","608,161,331","6,417",60.7,407,0,0,"425,342,650",60.7,66.7,54.7
4129,聯合,31.75,0,31.75,31.8,31.45,31.6,"83,211","2,629,654",69,31.7,2,31.75,2,"78,389,847",31.75,34.9,28.6
4129A,聯合甲特,46.9,-0.1,46.9,46.9,46.9,46.9,"18,040","846,070",12,46.9,3,47,13,"10,000,000",46.9,51.5,42.25
4130,健亞,28,-0.05,28.2,28.7,27.9,28.3,"717,761","20,310,834",547,28,20,28.4,13,"107,888,638",28,30.8,25.2
4131,晶宇,5.18,0.19,5.2,5.2,5.18,5.18,"13,435","69,654",10,5.03,2,5.18,1,"48,291,934",5.18,5.69,4.67
4138,曜亞,48.55,0,48.55,48.8,48.55,48.59,"15,242","740,652",20,48.55,5,48.7,2,"30,000,000",48.55,53.4,43.7
4139,馬光-KY,57.2,0,57.2,57.4,57,57.18,"19,028","1,088,070",18,56.9,3,57.2,12,"42,549,911",57.2,62.9,51.5
4147,中裕,72,-0.3,72.8,73.1,71.5,72.32,"448,221","32,415,382",367,71.8,1,72,14,"252,223,000",72,79.2,64.8
4152,台微體,78.8,-2.8,81.6,82.7,78.8,80.18,"395,810","31,735,129",308,78.8,1,79,2,"84,154,934",78.8,86.6,71
4153,鈺緯,23.25,0.25,22.8,23.3,22.7,22.92,"46,608","1,068,479",44,22.9,5,23.3,4,"61,759,089",23.25,25.55,20.95
4154,康樂-KY,28.35,0.05,28.55,28.55,28.35,28.44,"10,000","284,350",3,28.3,5,28.7,1,"24,326,000",28.35,31.15,25.55
4157,太景*-KY,18.4,0.55,18.6,18.6,18.05,18.27,"1,811,281","33,094,927",995,18.4,24,18.45,16,"716,844,175",18.4,20.2,16.6
4160,創源,23,-0.05,23.05,23.1,23,23.07,"33,073","762,875",107,23,12,23.3,2,"24,247,016",23,25.3,20.7
4161,聿新科,25,0.15,24.8,25,24.8,24.9,"14,052","349,949",15,25,3,25.1,3,"52,659,736",25,27.5,22.5
4162,智擎,49.5,0.45,49.5,49.95,49,49.39,"333,484","16,469,257",318,49.45,1,49.5,8,"146,596,840",49.5,54.4,44.55
4163,鐿鈦,90.4,0.3,90.1,90.6,90,90.27,"44,126","3,983,357",61,90.3,3,90.6,1,"48,290,143",90.4,99.4,81.4
4167,松瑞藥,29.1,0.6,28.6,29.25,28.3,28.69,"1,544,672","44,314,606",906,29.05,20,29.1,44,"300,478,609",29.1,32,26.2
4168,醣聯,25.95,0.8,25.25,26.4,25,25.6,"575,275","14,725,541",406,25.9,2,25.95,1,"97,507,810",25.95,28.5,23.4
